EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
Tornado,C,11,BLAINE,,04-JUN-52 15:30:00,CST,04-JUN-52 15:30:00,0,0,0,0,2.5K,0,,0,,,,F1,0,33,,,,,0,,,0,,,36.07,-98.32,,
Tornado,C,129,ROGER MILLS,,15-JUN-52 00:50:00,CST,15-JUN-52 00:50:00,0,0,0,0,2.5K,0,,0,,,,F1,0,33,,,,,0,,,0,,,35.62,-99.68,,
Tornado,C,93,MAJOR,,21-JUN-52 15:50:00,CST,21-JUN-52 15:50:00,0,0,0,0,.03K,0,,0,,,,F1,.3,440,,,,,0,,,0,,,36.28,-98.42,,
Tornado,C,141,TILLMAN,,29-JUN-52 16:30:00,CST,29-JUN-52 16:30:00,1,0,0,0,2.5K,0,,0,,,,F2,0,33,,,,,0,,,0,,,34.38,-99.00,,
Tornado,C,17,CANADIAN,,07-JUL-52 13:30:00,CST,07-JUL-52 13:30:00,0,0,0,0,0K,0,,0,,,,F1,3.6,50,,,,,0,,,0,,,35.33,-97.83,35.37,-97.78
Tornado,C,451,TOM GREEN,,30-APR-52 18:30:00,CST,30-APR-52 18:30:00,6,0,0,0,250K,0,,0,,,,F3,.5,100,,,,,0,,,0,,,31.45,-100.47,,
Tornado,C,213,HENDERSON,,23-MAY-52 11:40:00,CST,23-MAY-52 11:40:00,1,0,0,0,2.5K,0,,0,,,,F0,.5,33,,,,,0,,,0,,,32.22,-95.62,,
Tornado,C,451,TOM GREEN,,23-MAY-52 14:30:00,CST,23-MAY-52 14:30:00,1,0,0,0,2.5K,0,,0,,,,F1,7.1,50,,,,,0,,,0,,,31.45,-100.48,31.45,-100.37
Tornado,C,503,YOUNG,,12-AUG-52 16:15:00,CST,12-AUG-52 16:15:00,0,0,0,0,25K,0,,0,,,,F1,.7,50,,,,,0,,,0,,,33.12,-98.60,,
Tornado,C,455,TRINITY,,03-DEC-52 18:15:00,CST,03-DEC-52 18:15:00,4,0,0,0,25K,0,,0,,,,F2,13.3,100,,,,,0,,,0,,,30.90,-95.30,30.95,-95.08
Tornado,C,361,ORANGE,,01-FEB-52 15:00:00,CST,01-FEB-52 15:00:00,0,0,0,0,25K,0,,0,,,,F2,1,67,,,,,0,,,0,,,30.08,-93.77,,
Tornado,C,113,DALLAS,,02-MAR-52 22:00:00,CST,02-MAR-52 22:00:00,0,0,0,0,2.5K,0,,0,,,,F0,.2,7,,,,,0,,,0,,,32.97,-96.58,,
Tornado,C,485,WICHITA,,17-MAR-52 19:30:00,CST,17-MAR-52 19:30:00,0,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,33.88,-98.58,,
Tornado,C,363,PALO PINTO,,17-MAR-52 20:00:00,CST,17-MAR-52 20:00:00,0,0,0,0,2.5K,0,,0,,,,F0,.5,20,,,,,0,,,0,,,32.92,-98.25,,
Tornado,C,181,GRAYSON,,03-APR-52 18:00:00,CST,03-APR-52 18:00:00,1,0,0,0,25K,0,,0,,,,F2,4.9,200,,,,,0,,,0,,,33.60,-96.70,33.63,-96.63
Tornado,C,213,HENDERSON,,18-APR-52 14:15:00,CST,18-APR-52 14:15:00,0,0,0,0,2.5K,0,,0,,,,F1,.8,200,,,,,0,,,0,,,32.22,-95.85,,
Tornado,C,309,MCLENNAN,,21-APR-52 12:15:00,CST,21-APR-52 12:15:00,0,0,0,0,25K,0,,0,,,,F4,2.3,200,,,,,0,,,0,,,31.50,-97.45,31.48,-97.42
Tornado,C,25,YAVAPAI,,14-NOV-52 21:00:00,CST,14-NOV-52 21:00:00,0,0,0,0,0K,0,,0,,,,,.2,200,,,,,0,,,0,,,35.13,-112.57,,
Tornado,C,31,ESSEX,,06-MAY-52 13:00:00,CST,06-MAY-52 13:00:00,0,0,0,0,25K,0,,0,,,,F2,4.9,200,,,,,0,,,0,,,44.33,-74.00,44.38,-73.92
Tornado,C,55,DARE,,17-SEP-52 11:30:00,CST,17-SEP-52 11:30:00,0,0,0,0,25K,0,,0,,,,F3,1,50,,,,,0,,,0,,,35.95,-75.60,,
Tornado,C,95,MONROE,,13-FEB-52 22:00:00,CST,13-FEB-52 22:00:00,1,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,33.85,-88.47,,
Tornado,C,45,HANCOCK,,13-FEB-52 22:30:00,CST,13-FEB-52 22:30:00,2,0,0,0,0K,0,,0,,,,F1,0,33,,,,,0,,,0,,,30.42,-89.48,,
Tornado,C,89,MADISON,,21-MAR-52 20:30:00,CST,21-MAR-52 20:30:00,1,0,0,0,2.5K,0,,0,,,,,0,20,,,,,0,,,0,,,32.47,-90.12,,
Tornado,C,93,MARSHALL,,21-MAR-52 22:00:00,CST,21-MAR-52 22:00:00,24,0,9,0,250K,0,,0,,,,F4,10.9,100,,,,,0,,,0,,,34.87,-89.68,35.00,-89.58
Tornado,C,31,COVINGTON,,29-JUL-52 16:00:00,CST,29-JUL-52 16:00:00,0,0,0,0,25K,0,,0,,,,,0,33,,,,,0,,,0,,,31.62,-89.53,,
Tornado,C,71,LAFAYETTE,,03-AUG-52 15:45:00,CST,03-AUG-52 15:45:00,0,0,0,0,25K,0,,0,,,,F2,.3,200,,,,,0,,,0,,,34.37,-89.52,,
Tornado,C,33,GOLDEN VALLEY,,10-JUN-52 17:00:00,CST,10-JUN-52 17:00:00,0,0,0,0,25K,0,,0,,,,,8.8,300,,,,,0,,,0,,,47.07,-104.00,47.20,-104.03
Tornado,C,89,STARK,,10-JUN-52 19:00:00,CST,10-JUN-52 19:00:00,0,0,0,0,25K,0,,0,,,,F2,10.1,33,,,,,0,,,0,,,46.78,-103.02,46.78,-102.80
Tornado,C,103,WELLS,,15-JUN-52 16:00:00,CST,15-JUN-52 16:00:00,1,0,0,0,25K,0,,0,,,,F3,1.7,33,,,,,0,,,0,,,47.40,-99.55,,
Tornado,C,61,MOUNTRAIL,,20-JUN-52 15:00:00,CST,20-JUN-52 15:00:00,0,0,0,0,0K,0,,0,,,,,0,33,,,,,0,,,0,,,47.92,-102.13,,
Tornado,C,77,RICHLAND,,01-JUL-52 14:00:00,CST,01-JUL-52 14:00:00,0,0,0,0,25K,0,,0,,,,F3,.5,33,,,,,0,,,0,,,46.07,-96.95,,
Tornado,C,53,MCKENZIE,,01-JUL-52 17:30:00,CST,01-JUL-52 17:30:00,0,0,0,0,25K,0,,0,,,,F2,9.7,33,,,,,0,,,0,,,47.82,-103.55,47.80,-103.33
Tornado,C,25,MONMOUTH,,10-AUG-52 09:45:00,CST,10-AUG-52 09:45:00,0,0,0,0,25K,0,,0,,,,F1,24.5,100,,,,,0,,,0,,,40.17,-74.40,40.42,-74.07
Tornado,C,25,FALLON,,19-JUL-52 17:30:00,CST,19-JUL-52 17:30:00,0,0,0,0,250K,0,,0,,,,,55.5,33,,,,,0,,,0,,,46.37,-104.28,46.37,-103.12
Tornado,C,109,WIBAUX,,19-JUL-52 18:30:00,CST,19-JUL-52 18:30:00,2,0,1,0,250K,0,,0,,,,F3,9.1,33,,,,,0,,,0,,,46.97,-104.25,47.00,-104.05
Tornado,C,25,CASS,,13-AUG-52 19:30:00,CST,13-AUG-52 19:30:00,0,0,0,0,250K,0,,0,,,,F4,7.3,33,,,,,0,,,0,,,41.02,-96.32,40.93,-96.22
Tornado,C,89,HOLT,,15-JUN-52 19:02:00,CST,15-JUN-52 19:02:00,0,0,0,0,2.5K,0,,0,,,,F1,1,33,,,,,0,,,0,,,42.48,-98.67,,
Tornado,C,15,BURLEIGH,,01-JUL-52 18:00:00,CST,01-JUL-52 18:00:00,25,0,1,0,250K,0,,0,,,,F4,19.8,150,,,,,0,,,0,,,47.05,-100.50,47.15,-100.10
Tornado,C,15,BURLEIGH,,01-JUL-52 18:36:00,CST,01-JUL-52 18:36:00,1,0,0,0,250K,0,,0,,,,F4,28.2,150,,,,,0,,,0,,,47.15,-100.10,47.20,-99.50
Tornado,C,35,GRAND FORKS,,09-JUL-52 15:00:00,CST,09-JUL-52 15:00:00,0,0,0,0,2.5K,0,,0,,,,F2,0,33,,,,,0,,,0,,,47.92,-97.17,,
Tornado,C,33,GOLDEN VALLEY,,19-JUL-52 18:30:00,CST,19-JUL-52 18:30:00,0,0,0,0,2.5K,0,,0,,,,F3,7.3,33,,,,,0,,,0,,,47.00,-104.05,47.02,-103.88
Tornado,C,93,STUTSMAN,,24-JUL-52 19:00:00,CST,24-JUL-52 19:00:00,0,0,0,0,250K,0,,0,,,,F2,7.3,33,,,,,0,,,0,,,47.00,-98.67,47.00,-98.50
Tornado,C,151,SALINE,,26-JUN-52 20:00:00,CST,26-JUN-52 20:00:00,0,0,0,0,0K,0,,0,,,,F2,2.7,33,,,,,0,,,0,,,40.63,-96.93,40.58,-96.92
Tornado,C,49,DEUEL,,12-JUL-52 16:00:00,CST,12-JUL-52 16:00:00,0,0,0,0,0K,0,,0,,,,F1,27.6,33,,,,,0,,,0,,,41.17,-103.00,40.92,-102.58
Tornado,C,37,COLFAX,,13-AUG-52 17:30:00,CST,13-AUG-52 17:30:00,0,0,0,0,0K,0,,0,,,,F3,3.3,1300,,,,,0,,,0,,,41.47,-97.28,41.43,-97.22
Tornado,C,23,BUTLER,,13-AUG-52 17:45:00,CST,13-AUG-52 17:45:00,1,0,0,0,0K,0,,0,,,,F3,41.1,1300,,,,,0,,,0,,,41.35,-97.17,41.25,-96.38
Tornado,C,155,SAUNDERS,,13-AUG-52 19:00:00,CST,13-AUG-52 19:00:00,20,0,0,0,250K,0,,0,,,,F4,19.4,110,,,,,0,,,0,,,41.22,-96.58,41.02,-96.32
Tornado,C,65,FURNAS,,29-APR-52 16:00:00,CST,29-APR-52 16:00:00,0,0,0,0,0K,0,,0,,,,F1,1,20,,,,,0,,,0,,,40.15,-99.80,,
Tornado,C,33,CHEYENNE,,08-MAY-52 16:00:00,CST,08-MAY-52 16:00:00,0,0,0,0,0K,0,,0,,,,F1,0,33,,,,,0,,,0,,,41.18,-103.33,,
Tornado,C,33,CHEYENNE,,13-MAY-52 21:00:00,CST,13-MAY-52 21:00:00,0,0,0,0,0K,0,,0,,,,F1,0,33,,,,,0,,,0,,,41.42,-103.07,,
Tornado,C,33,CHEYENNE,,26-MAY-52 18:00:00,CST,26-MAY-52 18:00:00,0,0,0,0,0K,0,,0,,,,F0,2,33,,,,,0,,,0,,,41.20,-103.03,,
Tornado,C,1,ARKANSAS,,26-JAN-52 15:30:00,CST,26-JAN-52 15:30:00,0,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,34.42,-91.40,,
Tornado,C,1,ARKANSAS,,26-JAN-52 16:00:00,CST,26-JAN-52 16:00:00,0,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,34.48,-91.55,,
Tornado,C,93,MISSISSIPPI,,13-FEB-52 16:30:00,CST,13-FEB-52 16:30:00,5,0,0,0,0K,0,,0,,,,F2,.3,33,,,,,0,,,0,,,35.95,-90.15,,
Tornado,C,83,LOGAN,,03-MAR-52 05:45:00,CST,03-MAR-52 05:45:00,0,0,0,0,.25K,0,,0,,,,F1,.6,50,,,,,0,,,0,,,35.13,-93.93,,
Tornado,C,61,HOWARD,,21-MAR-52 14:40:00,CST,21-MAR-52 14:40:00,9,0,7,0,25K,0,,0,,,,F4,13,833,,,,,0,,,0,,,34.02,-94.02,34.22,-93.97
Tornado,C,125,SALINE,,21-MAR-52 16:00:00,CST,21-MAR-52 16:00:00,0,0,0,0,25K,0,,0,,,,F3,17.7,440,,,,,0,,,0,,,34.72,-92.82,34.78,-92.52
Tornado,C,145,WHITE,,21-MAR-52 16:50:00,CST,21-MAR-52 16:50:00,325,0,50,0,2.5M,0,,0,,,,F4,14.6,1760,,,,,0,,,0,,,35.22,-91.70,35.37,-91.52
Tornado,C,45,FAULKNER,,21-MAR-52 17:00:00,CST,21-MAR-52 17:00:00,6,0,0,0,25K,0,,0,,,,F2,0,33,,,,,0,,,0,,,34.95,-92.42,,
Tornado,C,85,LONOKE,,21-MAR-52 17:00:00,CST,21-MAR-52 17:00:00,9,0,9,0,250K,0,,0,,,,F3,16.2,33,,,,,0,,,0,,,34.53,-91.80,34.73,-91.65
Tornado,C,85,LONOKE,,21-MAR-52 17:00:00,CST,21-MAR-52 17:00:00,6,0,2,0,250K,0,,0,,,,F4,7.6,33,,,,,0,,,0,,,34.90,-91.85,34.80,-91.80
Tornado,C,117,PRAIRIE,,21-MAR-52 17:20:00,CST,21-MAR-52 17:20:00,5,0,1,0,2.5K,0,,0,,,,,0,417,,,,,0,,,0,,,34.72,-91.57,,
Tornado,C,117,PRAIRIE,,21-MAR-52 17:20:00,CST,21-MAR-52 17:20:00,15,0,5,0,250K,0,,0,,,,F2,13.3,417,,,,,0,,,0,,,34.80,-91.80,34.98,-91.73
Tornado,C,91,MILLER,,16-JUL-52 16:05:00,CST,16-JUL-52 16:05:00,0,0,0,0,0K,0,,0,,,,F2,1.1,50,,,,,0,,,0,,,33.45,-93.97,33.47,-93.97
Tornado,C,113,POLK,,17-NOV-52 16:30:00,CST,17-NOV-52 16:30:00,0,0,0,0,25K,0,,0,,,,F2,11.4,100,,,,,0,,,0,,,34.57,-94.40,34.70,-94.28
Tornado,C,37,LOS ANGELES,,20-DEC-52 14:00:00,CST,20-DEC-52 14:00:00,0,0,0,0,0K,0,,0,,,,,0,33,,,,,0,,,0,,,34.40,-118.53,,
Tornado,C,147,WOODRUFF,,21-MAR-52 17:30:00,CST,21-MAR-52 17:30:00,0,0,0,0,25K,0,,0,,,,F3,17.6,600,,,,,0,,,0,,,35.13,-91.45,35.27,-91.18
Tornado,C,147,WOODRUFF,,21-MAR-52 17:30:00,CST,21-MAR-52 17:30:00,180,0,29,0,2.5M,0,,0,,,,F4,13.1,880,,,,,0,,,0,,,35.00,-91.25,35.13,-91.08
Tornado,C,67,JACKSON,,21-MAR-52 17:40:00,CST,21-MAR-52 17:40:00,6,0,0,0,2.5K,0,,0,,,,F3,9.6,440,,,,,0,,,0,,,35.47,-91.20,35.53,-91.05
Tornado,C,111,POINSETT,,21-MAR-52 17:45:00,CST,21-MAR-52 17:45:00,0,0,0,0,2.5K,0,,0,,,,F3,18.9,440,,,,,0,,,0,,,35.53,-91.05,35.80,-90.97
Tornado,C,37,CROSS,,21-MAR-52 18:00:00,CST,21-MAR-52 18:00:00,5,0,4,0,250K,0,,0,,,,F4,0,880,,,,,0,,,0,,,35.42,-91.00,,
Tornado,C,111,POINSETT,,21-MAR-52 18:45:00,CST,21-MAR-52 18:45:00,39,0,2,0,250K,0,,0,,,,F3,12.1,417,,,,,0,,,0,,,35.60,-90.72,35.67,-90.52
Tornado,C,111,POINSETT,,21-MAR-52 18:45:00,CST,21-MAR-52 18:45:00,5,0,1,0,250K,0,,0,,,,F3,9.4,200,,,,,0,,,0,,,35.53,-90.42,35.62,-90.28
Tornado,C,93,MISSISSIPPI,,21-MAR-52 19:00:00,CST,21-MAR-52 19:00:00,57,0,1,0,250K,0,,0,,,,F3,39.7,880,,,,,0,,,0,,,35.67,-90.52,35.95,-89.90
Tornado,C,93,MISSISSIPPI,,21-MAR-52 19:00:00,CST,21-MAR-52 19:00:00,57,0,1,0,250K,0,,0,,,,F3,39.7,880,,,,,0,,,0,,,35.67,-90.52,35.95,-89.90
Tornado,C,27,COLUMBIA,,22-APR-52 18:30:00,CST,22-APR-52 18:30:00,0,0,0,0,.03K,0,,0,,,,F1,.3,150,,,,,0,,,0,,,33.32,-93.25,,
Tornado,C,13,CALHOUN,,28-JAN-52 05:30:00,CST,28-JAN-52 05:30:00,3,0,0,0,25K,0,,0,,,,F1,.5,17,,,,,0,,,0,,,30.47,-85.25,,
Tornado,C,73,LEON,,28-JAN-52 06:45:00,CST,28-JAN-52 06:45:00,0,0,0,0,25K,0,,0,,,,F2,1.5,33,,,,,0,,,0,,,30.50,-84.23,,
Tornado,C,5,BAY,,20-FEB-52 09:10:00,CST,20-FEB-52 09:10:00,4,0,0,0,25K,0,,0,,,,F2,1.5,73,,,,,0,,,0,,,30.17,-85.70,,
Tornado,C,63,INDEPENDENCE,,22-APR-52 19:15:00,CST,22-APR-52 19:15:00,0,0,0,0,2.5K,0,,0,,,,F1,0,100,,,,,0,,,0,,,35.90,-91.63,,
Tornado,C,75,LAWRENCE,,04-JUN-52 15:35:00,CST,04-JUN-52 15:35:00,0,0,0,0,0K,0,,0,,,,F2,0,33,,,,,0,,,0,,,36.12,-90.93,,
Tornado,C,119,PULASKI,,18-JUN-52 14:30:00,CST,18-JUN-52 14:30:00,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,34.70,-92.08,,
Tornado,C,91,MILLER,,16-JUL-52 14:18:00,CST,16-JUL-52 14:18:00,0,0,0,0,25K,0,,0,,,,F2,1.1,50,,,,,0,,,0,,,33.45,-93.97,33.47,-93.97
Tornado,C,99,NESHOBA,,13-FEB-52 19:30:00,CST,13-FEB-52 19:30:00,0,0,0,0,0K,0,,0,,,,F0,0,33,,,,,0,,,0,,,32.77,-89.10,,
Tornado,C,183,WAKE,,05-APR-52 00:45:00,CST,05-APR-52 00:45:00,0,0,0,0,25K,0,,0,,,,F2,6.9,300,,,,,0,,,0,,,35.80,-78.88,35.90,-78.88
Tornado,C,15,BERTIE,,10-MAY-52 11:00:00,CST,10-MAY-52 11:00:00,6,0,0,0,0K,0,,0,,,,F2,0,33,,,,,0,,,0,,,36.10,-77.25,,
Tornado,C,95,HYDE,,20-MAY-52 11:00:00,CST,20-MAY-52 11:00:00,2,0,0,0,0K,0,,0,,,,F2,1.5,33,,,,,0,,,0,,,35.47,-76.38,,
Tornado,C,83,HALIFAX,,23-JUL-52 11:00:00,CST,23-JUL-52 11:00:00,0,0,0,0,25K,0,,0,,,,F2,0,33,,,,,0,,,0,,,36.25,-77.75,,
Tornado,C,169,STOKES,,31-AUG-52 11:00:00,CST,31-AUG-52 11:00:00,0,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,36.25,-80.17,,
Tornado,C,95,JACKSON,,22-MAY-52 19:00:00,CST,22-MAY-52 19:00:00,1,0,0,0,250K,0,,0,,,,F2,1.3,440,,,,,0,,,0,,,38.90,-94.27,38.93,-94.23
Tornado,C,139,MONTGOMERY,,17-JUL-52 16:15:00,CST,17-JUL-52 16:15:00,0,0,0,0,25K,0,,0,,,,F1,.2,10,,,,,0,,,0,,,38.97,-91.50,,
Tornado,C,159,PETTIS,,21-AUG-52 00:20:00,CST,21-AUG-52 00:20:00,13,0,1,0,25M,0,,0,,,,F2,1.3,300,,,,,0,,,0,,,38.68,-93.27,38.70,-93.23
Tornado,C,147,NODAWAY,,16-NOV-52 16:00:00,CST,16-NOV-52 16:00:00,2,0,0,0,25K,0,,0,,,,F3,21.6,600,,,,,0,,,0,,,40.45,-95.07,40.57,-94.68
Tornado,C,107,PICKENS,,03-MAR-52 13:10:00,CST,03-MAR-52 13:10:00,6,0,0,0,25K,0,,0,,,,F3,3.3,440,,,,,0,,,0,,,33.33,-87.90,33.37,-87.87
Tornado,C,103,MORGAN,,22-MAR-52 15:00:00,CST,22-MAR-52 15:00:00,50,0,4,0,25K,0,,0,,,,F4,21.6,100,,,,,0,,,0,,,34.60,-87.00,34.68,-86.63
Tornado,C,97,MOBILE,,04-APR-52 06:20:00,CST,04-APR-52 06:20:00,2,0,0,0,25K,0,,0,,,,F1,.2,200,,,,,0,,,0,,,30.70,-88.28,,
Tornado,C,11,CAROLINE,,05-APR-52 15:00:00,CST,05-APR-52 15:00:00,0,0,0,0,.25K,0,,0,,,,F0,.3,33,,,,,0,,,0,,,39.12,-75.75,,
Tornado,C,31,MONTGOMERY,,31-AUG-52 22:00:00,CST,31-AUG-52 22:00:00,0,0,0,0,25K,0,,0,,,,F1,0,70,,,,,0,,,0,,,39.02,-77.22,39.03,-77.23
